"__mclCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","COMMON","Degree","degree.layout","Eccentricity","gal1RGexp","gal1RGsig","gal4RGexp","gal4RGsig","gal80Rexp","gal80Rsig","isExcludedFromPaths","IsSingleNode","MCODE_Cluster","MCODE_Node_Status","MCODE_Score","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1","7.270161290322581","0.016063732532323367","0.13754853022739877","0.0","PHO5","2","2","17","-0.704","2.3291E-7","0.075","0.088763","-0.543","3.6198E-13","false","false",,"Unclustered","0.6666666666666666","YBR093C","9.5","0","2","0","0.65165770609319","false","0","YBR093C","2092","0.5"
"1","7.286290322580645","0.0","0.13724405091311567","0.0","HSP42","1","1","17","-0.31","8.1757E-7","0.3","8.7039E-6","-0.723","1.4287E-12","false","false",,"Unclustered","0.0","YDR171W","17.0","0","1","0","0.6507616487455198","false","0","YDR171W","0","0.0"
"1","6.778225806451613","0.09883491017420752","0.14753123140987506","0.0","HIS4","3","3","17","-1.067","3.8988E-11","-0.898","2.3894E-7","0.29","0.0016438","false","false",,"Unclustered","0.5","YCL030C","9.0","0","3","0","0.6789874551971327","false","0","YCL030C","18164","0.3333333333333333"
"1","7.286290322580645","0.0","0.13724405091311567","0.0","RPL18B","1","1","17","-0.379","7.3086E-7","-0.245","1.0721E-4","-0.271","1.2267E-5","false","false",,"Unclustered","0.0","YNL301C","17.0","0","1","0","0.6507616487455198","false","0","YNL301C","0","0.0"
"1","7.286290322580645","0.0","0.13724405091311567","0.0","RPL18A","1","1","17","-0.409","1.7242E-7","-0.225","3.0221E-4","-0.62","3.898E-9","false","false",,"Unclustered","0.0","YOL120C","17.0","0","1","0","0.6507616487455198","false","0","YOL120C","0","0.0"
"1","6.173387096774194","0.2780401973811599","0.1619856303069889","0.0","PDC1","3","3","15","-0.62","6.9512E-11","-0.071","0.23784","-0.184","0.0064407","false","false",,"Unclustered","0.5","YLR044C","10.333333333333334","0","3","0","0.712589605734767","false","0","YLR044C","82528","0.3333333333333333"
"1","7.221774193548387","0.031213268904270605","0.13847012841987716","0.0","RPL16A","2","2","17","-0.453","4.6153E-8","-0.311","1.1962E-4","-0.146","0.012589","false","false",,"Unclustered","0.6666666666666666","YIL133C","12.5","0","2","0","0.6543458781362007","false","0","YIL133C","9108","0.5227272727272727"
"1","6.943548387096774","0.028564800565910695","0.1440185830429733","0.0","ENO2","2","2","17","-0.816","7.175E-11","0.241","0.011477","-0.217","0.0015357","false","false",,"Unclustered","0.6666666666666666","YHR174W","12.0","0","2","0","0.6698028673835126","false","0","YHR174W","15414","0.6470588235294118"
"1","6.943548387096774","0.028564800565910695","0.1440185830429733","0.0","ENO1","2","2","17","-0.737","6.5621E-11","0.259","0.0079977","-0.171","0.025056","false","false",,"Unclustered","0.6666666666666666","YGR254W","12.0","0","2","0","0.6698028673835126","false","0","YGR254W","15414","0.6470588235294118"
"1","6.92741935483871","0.04462853309823398","0.14435389988358555","0.0","PGK1","3","3","17","-0.668","7.3129E-10","0.329","2.4163E-5","-0.746","4.2315E-13","false","false",,"Unclustered","0.5","YCR012W","8.666666666666666","0","3","0","0.6706989247311828","false","0","YCR012W","16638","0.42592592592592593"
"1","6.290322580645161","0.35844735651938203","0.158974358974359","0.0","RAP1","17","17","16","0.205","0.024692","0.015","0.93493","0.234","0.54155","false","false",,"Unclustered","0.1111111111111111","YNL216W","1.8823529411764706","0","17","0","0.7060931899641578","false","0","YNL216W","111754","0.09803921568627451"
"1","6.92741935483871","0.044628533098234","0.14435389988358555","0.0","CDC19","3","3","17","-0.652","1.3173E-10","0.123","0.10377","-0.453","1.5489E-7","false","false",,"Unclustered","0.5","YAL038W","8.666666666666666","0","3","0","0.6706989247311828","false","0","YAL038W","16638","0.42592592592592593"
"1","7.915322580645161","0.00806451612903226","0.12633723892002038","0.0","MCK1","2","2","18","-0.046","0.27844","0.094","0.029538","-0.063","0.37572","false","false",,"Unclustered","0.6666666666666666","YNL307C","2.0","0","2","0","0.61581541218638","false","0","YNL307C","614","0.5"
"1","9.278225806451612","0.1329619479384399","0.10777922642329422","0.0","HEX3","3","3","21","0.214","4.0439E-5","0.073","0.22129","0.593","2.0836E-5","false","false",,"Unclustered","0.5","YDL013W","3.0","0","3","0","0.5400985663082438","false","0","YDL013W","60158","0.3333333333333333"
"1","10.274193548387096","0.0","0.09733124018838306","0.0","YER116C","1","1","22","0.029","0.56099","-0.11","0.18379","0.182","0.13915","false","false",,"Unclustered","0.0","YER116C","3.0","0","1","0","0.4847670250896058","false","0","YER116C","0","0.0"
"1","10.59274193548387","0.11341400861121367","0.09440426341834793","0.0","YNR053C","3","3","23","0.352","2.1301E-7","-0.238","0.0048783","-0.012","0.90581","false","false",,"Unclustered","0.5","YNR053C","4.0","0","3","0","0.4670698924731183","false","0","YNR053C","50456","0.3333333333333333"
"1","12.10483870967742","0.01199882460493666","0.08261159227181879","0.0","RPS28B","4","4","25","-0.259","1.6086E-4","-0.299","2.0632E-4","-0.17","0.21059","false","false",,"Unclustered","0.4","YLR264W","3.25","0","4","0","0.38306451612903225","false","0","YLR264W","8136","0.375"
"1","11.189516129032258","0.045542119497323834","0.08936936936936937","0.0","YEL015W","2","2","23","0.222","3.0657E-5","-0.171","0.0052925","0.275","0.032829","false","false",,"Unclustered","0.6666666666666666","YEL015W","5.5","0","2","0","0.433915770609319","false","0","YEL015W","9804","0.5"
"1","12.129032258064516","0.0","0.08244680851063829","0.0","YNL050C","1","1","25","0.301","1.425E-5","-0.448","0.0031926","0.594","7.5124E-4","false","false",,"Unclustered","0.0","YNL050C","7.0","0","1","0","0.3817204301075269","false","0","YNL050C","0","0.0"
"1","12.10483870967742","0.02399764920987332","0.08261159227181879","0.0","LYS9","2","2","25","0.223","1.1825E-5","-0.131","0.0089039","0.647","1.1773E-7","false","false",,"Unclustered","0.6666666666666666","YNR050C","5.0","0","2","0","0.38306451612903225","false","0","YNR050C","8154","0.5"
"1","11.133064516129032","0.12017602842501629","0.08982252806954003","0.0","LSM8","7","7","24","0.059","0.6011","-0.435","0.070701","0.294","0.14344","false","false",,"Unclustered","0.25","YJR022W","2.5714285714285716","0","7","0","0.4370519713261649","false","0","YJR022W","47386","0.19642857142857142"
"1","12.10483870967742","0.01199882460493666","0.08261159227181879","0.0","RPS28A","4","4","25","-0.374","2.7303E-6","-0.239","1.0533E-4","-0.243","4.8633E-5","false","false",,"Unclustered","0.4","YOR167C","3.25","0","4","0","0.38306451612903225","false","0","YOR167C","8136","0.375"
"1","13.09274193548387","8.162465717643987E-6","0.07637819525716046","0.0","LSM4","2","2","26","0.193","7.0527E-5","-0.181","0.0037591","0.151","0.13653","false","false",,"Unclustered","0.6666666666666666","YER112W","4.0","0","2","0","0.3281810035842294","false","0","YER112W","2","1.0"
"1","6.806451612903226","0.016145357189499807","0.14691943127962084","0.26666666666666666","ALPHA2","6","6","16","0.169","0.0012873","-0.085","0.11481","0.301","0.0027555","false","false",,"Unclustered","1.2","YCL067C","5.166666666666667","0","6","0","0.6774193548387096","false","0","YCL067C","2084","0.2631578947368421"
"1","8.790322580645162","0.0","0.11376146788990825","0.0","SSN6","1","1","18","0.108","0.009167","-0.004","0.92034","0.077","0.17771","false","false",,"Unclustered","0.0","YBR112C","2.0","0","1","0","0.5672043010752688","false","0","YBR112C","0","0.0"
"1","7.794354838709677","0.00806451612903226","0.12829798241076049","0.0","TUP1","2","2","17","0.044","0.28551","0.704","1.832E-4","-0.091","0.69411","false","false",,"Unclustered","0.6666666666666666","YCR084C","3.5","0","2","0","0.6225358422939069","false","0","YCR084C","1038","0.5"
"1","8.57258064516129","0.15820029193739518","0.11665098777046096","0.0","SNP1","5","5","20","0.165","0.013072","-0.635","4.9035E-4","0.181","0.28119","false","false",,"Unclustered","0.3333333333333333","YIL061C","1.8","0","5","0","0.5793010752688172","false","0","YIL061C","70312","0.2"
"1","9.568548387096774","0.0","0.10450906026127266","0.0","YGR203W","1","1","21","-0.141","0.039575","-0.085","0.43554","-0.34","0.22451","false","false",,"Unclustered","0.0","YGR203W","5.0","0","1","0","0.5239695340501792","false","0","YGR203W","0","0.0"
"4","1.5","0.16666666666666666","0.6666666666666666","0.0","MAD3","2","2","2","-0.072","0.14469","-0.154","0.046575","0.084","0.52778","false","false",,"Unclustered","0.6666666666666666","YJL013C","2.5","0","2","0","0.8333333333333334","false","0","YJL013C","4","0.75"
"4","1.75","0.08333333333333333","0.5714285714285714","0.0","SAP4","2","2","3","-0.521","2.3655E-9","0.171","0.020857","-0.208","0.28721","false","false",,"Unclustered","0.6666666666666666","YGL229C","2.0","0","2","0","0.75","false","0","YGL229C","2","1.0"
"4","1.5","0.16666666666666666","0.6666666666666666","0.0","MAD2","2","2","2","0.08","0.21701","-0.271","0.0092841","0.46","0.0045437","false","false",,"Unclustered","0.6666666666666666","YJL030W","2.5","0","2","0","0.8333333333333334","false","0","YJL030W","4","0.75"
"4","1.25","0.5833333333333333","0.8","0.0","MSB2","3","3","2","-0.066","0.093717","-0.131","0.01294","-0.171","0.031836","false","false",,"Unclustered","0.5","YGR014W","1.6666666666666667","0","3","0","0.9166666666666666","false","0","YGR014W","10","0.6666666666666666"
"4","2.0","0.0","0.5","0.0","NIP7","1","1","3","-0.231","0.0019352","-0.504","5.2826E-6","0.623","1.5609E-4","false","false",,"Unclustered","0.0","YPL211W","3.0","0","1","0","0.6666666666666666","false","0","YPL211W","0","0.0"
"2","16.358870967741936","0.0","0.06112891298989401","0.0","RNA15","1","1","27","0.162","0.0013639","-0.211","0.0040902","0.281","0.0057448","false","false",,"Unclustered","0.0","YGL044C","2.0","0","1","0","0.14672939068100355","false","0","YGL044C","0","0.0"
"2","15.362903225806452","0.00806451612903226","0.06509186351706037","0.0","HRP1","2","2","26","0.245","9.8446E-6","0.126","0.0050114","-0.036","0.59496","false","false",,"Unclustered","0.6666666666666666","YOL123W","2.0","0","2","0","0.20206093189964155","false","0","YOL123W","1970","0.5"
"10","1.3333333333333333","0.16666666666666666","0.75","0.0","EFB1","2","2","2","-0.157","0.0018696","-0.2","6.2814E-4","-0.146","0.013062","false","false","Cluster 7","Clustered","0.6666666666666666","YAL003W","2.0","0","2","0","0.8333333333333334","false","0","YAL003W","2","1.0"
"1","9.455645161290322","0.04261280009369994","0.10575692963752666","0.0","GNA1","5","5","19","0.131","0.0017854","0.122","0.0055302","0.124","0.050323","false","false",,"Unclustered","0.3333333333333333","YFL017C","1.6","0","5","0","0.530241935483871","false","0","YFL017C","6282","0.2"
"1","9.814516129032258","0.022509015787225257","0.1018898931799507","0.0","TIF35","3","3","18","0.078","0.072655","-0.209","0.0011724","0.354","1.6643E-5","false","false",,"Unclustered","0.5","YDR429C","3.0","0","3","0","0.5103046594982079","false","0","YDR429C","4106","0.3333333333333333"
"1","10.810483870967742","0.0","0.09250279746363298","0.0","TIF34","1","1","19","-0.05","0.30844","-0.143","0.0085173","-0.151","0.072007","false","false",,"Unclustered","0.0","YMR146C","3.0","0","1","0","0.4549731182795699","false","0","YMR146C","0","0.0"
"9","1.6666666666666667","0.0","0.6","0.0","GSP1","1","1","2","-0.242","1.7601E-5","-0.247","6.7968E-4","-0.128","0.012703","false","false",,"Unclustered","0.0","YLR293C","3.0","0","1","0","0.7777777777777777","false","0","YLR293C","0","0.0"
"10","1.3333333333333333","0.16666666666666666","0.75","0.0","TEF2","2","2","2","-0.074","0.053125","-0.063","0.15497","0.044","0.54556","false","false","Cluster 7","Clustered","0.6666666666666666","YBR118W","2.0","0","2","0","0.8333333333333334","false","0","YBR118W","2","1.0"
"10","1.3333333333333333","0.16666666666666666","0.75","0.0","TEF1","2","2","2","-0.138","9.8725E-4","0.009","0.89728","-0.278","6.7798E-4","false","false","Cluster 7","Clustered","0.6666666666666666","YPR080W","2.0","0","2","0","0.8333333333333334","false","0","YPR080W","2","1.0"
"10","1.3333333333333333","0.16666666666666666","0.75","0.0","YEF3","2","2","2","-0.39","2.713E-8","-0.394","0.04747","-0.769","0.035939","false","false","Cluster 7","Seed","0.6666666666666666","YLR249W","2.0","0","2","0","0.8333333333333334","false","0","YLR249W","2","1.0"
"9","1.6666666666666667","0.0","0.6","0.0","DED1","1","1","2","-0.033","0.39944","-0.056","0.31268","-0.91","8.349E-16","false","false",,"Unclustered","0.0","YOR204W","3.0","0","1","0","0.7777777777777777","false","0","YOR204W","0","0.0"
"9","1.0","1.0","1.0","0.0","SRM1","3","3","1","0.16","0.0021913","-0.23","0.0022461","0.008","0.93826","false","false",,"Unclustered","0.5","YGL097W","1.0","0","3","0","1.0","false","0","YGL097W","6","0.0"
"9","1.6666666666666667","0.0","0.6","0.0","CRM1","1","1","2","-0.018","0.61381","-0.001","0.9794","-0.018","0.80969","false","false",,"Unclustered","0.0","YGR218W","3.0","0","1","0","0.7777777777777777","false","0","YGR218W","0","0.0"
"2","14.375","0.024062948935614472","0.06956521739130435","0.0","NAB2","3","3","25","0.174","8.7295E-4","0.02","0.61707","0.187","0.0059966","false","false",,"Unclustered","0.5","YGL122C","1.6666666666666667","0","3","0","0.2569444444444444","false","0","YGL122C","5902","0.3333333333333333"
"2","15.370967741935484","0.0","0.06505771248688352","0.0","GCN3","1","1","26","-0.154","9.1177E-4","-0.501","3.5692E-6","0.292","0.011229","false","false",,"Unclustered","0.0","YKR026C","3.0","0","1","0","0.20161290322580644","false","0","YKR026C","0","0.0"
